Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
112,300,211,90,54,91,107,191
114,299,197,82,46,77,98,171
111,318,218,82,46,79,86,169
103,349,235,57,40,72,101,192
84,322,218,55,41,79,97,177
100,365,231,81,50,77,97,178
95,355,236,86,49,75,101,180
98,352,224,86,50,73,101,173
97,358,229,83,51,75,94,156
116,397,241,97,59,79,129,211
111,336,246,97,61,92,139,227
110,339,262,95,64,94,148,243
114,318,281,102,65,100,161,252
110,289,252,101,64,94,155,245
100,282,249,87,56,87,125,199
85,295,226,69,45,81,118,197
84,334,212,67,41,82,108,180
95,377,183,60,39,79,100,179
104,381,174,65,39,78,97,179
116,411,218,80,43,87,101,186
118,402,229,76,45,85,97,170
131,389,310,100,59,98,113,178
126,418,312,101,57,99,108,207
144,442,329,115,66,108,115,213
131,403,326,112,66,102,126,210
143,488,342,116,66,103,129,223
135,483,280,100,59,90,142,294
131,422,281,98,58,90,155,285
116,404,313,89,54,83,188,357
122,426,291,82,51,94,215,414
112,403,275,74,50,95,224,440
126,451,377,81,45,96,216,418
127,459,416,90,50,97,219,447
116,484,396,95,50,103,217,433
111,495,409,100,52,99,208,397
112,458,406,104,53,100,207,414
107,441,375,98,54,98,209,417
117,475,384,92,53,91,199,389
127,447,371,85,52,87,180,376
134,408,393,99,54,94,186,400
147,429,402,106,57,88,171,365
148,400,334,111,61,95,188,404
145,365,284,109,61,113,205,415
143,387,308,108,59,109,197,410
138,386,324,90,57,121,172,375
125,337,315,80,57,121,205,395
123,347,364,73,57,123,213,340
121,348,378,75,59,117,204,341
123,327,370,80,58,125,202,333
117,330,321,83,58,98,203,341
114,351,336,86,54,94,203,397
108,336,318,99,56,96,184,398
107,348,337,100,53,88,188,390
109,335,328,93,54,83,195,405
111,359,335,91,53,91,209,423
120,389,355,88,55,99,179,341
129,437,377,80,54,89,194,335
125,435,348,71,49,88,214,346
115,439,358,72,52,101,227,334
229,517,370,83,61,106,225,348
236,492,340,79,60,102,229,343
231,465,298,78,59,106,213,371
238,525,395,82,60,116,185,357
256,549,408,80,57,114,207,405
184,465,405,79,48,104,206,371
174,466,425,91,49,113,205,372
178,477,442,89,44,111,201,358
165,388,348,86,44,99,201,345
146,376,321,85,43,104,209,394
118,355,298,77,41,158,216,402
111,356,294,71,38,151,215,402
117,389,267,81,45,165,214,394
121,394,281,84,49,173,214,409
111,373,295,87,52,169,170,302
130,427,325,91,54,123,143,311
144,420,307,88,57,125,165,325
